time,open,high,low,close,Volume,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,MACD,Signal Line,Histogram,Cross
2019-03-25,47.8775,48.22,46.145,47.4875,671354328,57.49343454377123,43.21461550777878,NaN,NaN,NaN,NaN,-0.4342318559291414,-1.7904726214725812,1.3562407655434399,NaN
2019-04-01,47.91,49.275,47.095,49.25,446161780,61.48997158107903,45.39350785799958,NaN,NaN,NaN,NaN,-0.020058284967205964,-1.4670660259750246,1.4470077410078186,NaN
2019-04-08,49.105,50.7125,49.0525,49.7175,528026792,62.49720163228005,47.82737724972625,NaN,NaN,NaN,NaN,0.3419587097746728,-1.1339018281935898,1.4758605379682626,NaN
2019-04-15,49.645,51.0375,49.5025,50.965,385342308,65.11893316390413,50.22819835195089,NaN,NaN,NaN,NaN,0.7212089625237326,-0.7858543906108039,1.5070633531345363,NaN
2019-04-22,50.7075,52.12,50.53,51.075,389981812,65.34895953937169,52.402896176036144,NaN,NaN,NaN,NaN,1.018898374648792,-0.4347881778601283,1.4536865525089204,NaN
2019-04-29,51.1,53.8275,49.7775,52.9375,745822676,69.0684071164013,54.792317742524006,NaN,NaN,NaN,NaN,1.3890949411325408,-0.07328097590986321,1.462375917042404,NaN
2019-05-06,51.0725,52.21,48.1925,49.295,694654536,56.33299588285561,55.81643202455952,NaN,NaN,NaN,NaN,1.3727350437493513,0.26456595031984853,1.1081690934295028,NaN
2019-05-13,46.9275,48.117225,45.7125,47.25,745661888,50.68269390905225,56.24952694008592,NaN,NaN,NaN,NaN,1.1811398529932973,0.5326276053394814,0.6485122476538159,NaN
2019-05-20,45.88,47,44.4525,44.7425,627880464,44.75503718315252,56.25872245982735,NaN,NaN,NaN,NaN,0.8175408875520276,0.7098096257197822,0.10773126183224535,NaN
2019-05-28,44.73,45.1475,43.7475,43.7675,418765284,42.66550711887375,55.98717543912668,NaN,NaN,NaN,NaN,0.4455754201829123,0.8075659897322327,-0.3619905695493204,0.8075659897322327
2019-06-03,43.9,47.98,42.5675,47.5375,617392644,51.997816223875716,56.27778395657156,NaN,NaN,NaN,NaN,0.4498124423845198,0.8597738483268689,-0.4099614059423491,NaN
2019-06-10,47.9525,49.1975,47.575,48.185,447372084,53.40074373187126,56.76927134535379,NaN,NaN,NaN,NaN,0.4996584006064637,0.8772960361970679,-0.37763763559060415,NaN
2019-06-17,48.225,50.2125,48.0425,49.695,526635840,56.58724052298423,56.843574110965825,NaN,NaN,NaN,NaN,0.6534732294059182,0.8697698436284218,-0.21629661422250357,NaN
2019-06-24,49.635,50.3925,48.8225,49.48,469474504,56.00006328207511,56.674214673681966,NaN,NaN,NaN,NaN,0.7493854373894706,0.8398239617107195,-0.09043852432124888,NaN
2019-07-01,50.7925,51.27,50.1625,51.0575,291518076,59.33428660227942,56.80570410643255,NaN,NaN,NaN,NaN,0.9418307805402364,0.79012794386713,0.15170283667310636,0.79012794386713
2019-07-08,50.2025,51.0975,49.6025,50.825,406403340,58.629115915353665,56.60135727316646,NaN,NaN,NaN,NaN,1.0633269236863896,0.7557492638601343,0.3075776598262553,NaN
2019-07-15,51.0225,51.625,50.59,50.6475,349732616,58.06178171065043,56.28454156447862,NaN,NaN,NaN,NaN,1.1322389797275463,0.750315833497273,0.38192314623027324,NaN
2019-07-22,50.9125,52.4325,50.9025,51.935,348612580,61.00907102118219,55.99097998285563,NaN,NaN,NaN,NaN,1.2760334512158948,0.8012594516821472,0.47477399953374766,NaN
2019-07-29,52.115,55.3425,50.4075,51.005,879082048,57.8467072195764,55.45510481715597,NaN,NaN,NaN,NaN,1.299963211484929,0.8961914284934824,0.40377178299144667,NaN
2019-08-05,49.4975,50.8825,48.145,50.2475,692845700,55.33094341059487,54.47385740959836,NaN,NaN,NaN,NaN,1.2434698531602706,0.9843755852463436,0.259094267913927,NaN
2019-08-12,49.905,53.035,49.7875,51.625,653064420,58.83679894642447,54.652700485567564,NaN,NaN,NaN,NaN,1.2949241182545066,1.0727384427627928,0.22218567549171375,NaN
2019-08-19,52.655,53.60875,50.25,50.66,568267412,55.547723109120156,55.0002025712867,NaN,NaN,NaN,NaN,1.2435002619237352,1.1382970019314391,0.10520325999229607,NaN
