time,open,high,low,close,Volume,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,MACD,Signal Line,Histogram,Cross
2019-03-25,136.91,139.88,135.74,139.79,27794590,56.79542188866775,49.219990622547236,NaN,NaN,NaN,NaN,0.8168596960766195,-0.08088591315389079,0.8977456092305103,NaN
2019-04-01,139.99,140.29,135.13,136.18,27954723,50.91470724019221,49.97334784934121,NaN,NaN,NaN,NaN,0.7383768620605338,0.10854290754926094,0.6298339545112728,NaN
2019-04-08,136.05,136.51,134.42,135.98,23976562,50.602104462596714,50.65160165071685,NaN,NaN,NaN,NaN,0.6525184951013614,0.28745040567161734,0.36506808942974406,NaN
2019-04-15,136,140.7,135.75,137.52,36155647,52.99523755553393,51.31676641347076,NaN,NaN,NaN,NaN,0.7006634384227937,0.43444877327169706,0.2662146651510966,NaN
2019-04-22,136.98,140.85,136.4575,140.39,25965028,57.16055495482224,52.188763107848345,NaN,NaN,NaN,NaN,0.9593449360287991,0.5782603604741072,0.3810845755546919,NaN
2019-04-29,140.35,142.35,138.9599,142.01,31052412,59.350241784569235,53.408995813522026,NaN,NaN,NaN,NaN,1.2803136884434139,0.7167840405465647,0.5635296478968491,NaN
2019-05-06,140.25,142.24,136.41,139.05,27468628,53.92646846875961,53.68488804814573,NaN,NaN,NaN,NaN,1.281069107703388,0.8259204390016635,0.45514866870172455,NaN
2019-05-13,137.85,139.1929,135.33,138.61,32941677,53.148934716492896,54.05546788235292,NaN,NaN,NaN,NaN,1.23196216714976,0.9109661656152481,0.3209960015345119,NaN
2019-05-20,138.61,139.85,137.485,138.85,27512310,53.54240976544405,54.11613567387498,NaN,NaN,NaN,NaN,1.1985939126744256,0.984411367073455,0.2141825456009706,NaN
2019-05-28,139,140.49,128.52,131.15,50338987,41.50007327414546,53.298443204702025,NaN,NaN,NaN,NaN,0.5445464892231087,0.9541543440897315,-0.4096078548666229,0.9541543440897315
2019-06-03,131.5,139.59,131.04,138.55,37594218,52.54618962124211,53.12158032263381,NaN,NaN,NaN,NaN,0.6162239040208135,0.9405817931964293,-0.3243578891756158,NaN
2019-06-10,138.6,142.91,137.6,140.09,36490926,54.472821371570056,53.11301608761996,NaN,NaN,NaN,NaN,0.7882079309532344,0.9556583971799708,-0.16745046622673643,NaN
2019-06-17,140,142.425,139.21,142.09,37687167,56.91910227641036,53.33050451400483,NaN,NaN,NaN,NaN,1.0735149841800364,0.9970863467085533,0.0764286374714831,0.9970863467085533
2019-06-24,142.42,144.98,138.505,139.28,39111889,52.63945497030186,53.32240873933919,NaN,NaN,NaN,NaN,1.0606528180850034,1.0083427780481315,0.052310040036871897,NaN
2019-07-01,140.2,142.18,138.69,140.57,18465045,54.33685358958968,53.14679671797647,NaN,NaN,NaN,NaN,1.141394393730394,0.992907300857796,0.1484870928725981,NaN
2019-07-08,140.12,142.47,132.32,134.3,36767721,45.753550173408996,52.77814264177766,NaN,NaN,NaN,NaN,0.6914751792789957,0.9273968643661968,-0.23592168508720113,0.9273968643661968
2019-07-15,135.39,136.36,130.19,130.31,43658833,41.28429743673364,52.112584997073164,NaN,NaN,NaN,NaN,0.012803712922135446,0.7919348138964608,-0.7791311009743254,NaN
2019-07-22,130,131.53,127.84,130.73,39060374,41.92734467735508,51.322021220060385,NaN,NaN,NaN,NaN,-0.4855605836585255,0.6048065365261329,-1.0903671201846583,NaN
2019-07-29,131,133.31,129.02,131.07,36346486,42.47656642829024,50.273164896736674,NaN,NaN,NaN,NaN,-0.843360980311104,0.45059459546677594,-1.29395557577788,NaN
2019-08-05,130.91,132.76,128.19,132.04,34070186,44.10083872232429,49.18392182086205,NaN,NaN,NaN,NaN,-1.0366990576849275,0.2669364886105825,-1.30363554629551,NaN
2019-08-12,131.5,134.1,129.25,131.36,33054287,43.18034256370557,48.416341399072465,NaN,NaN,NaN,NaN,-1.230605539300484,0.042623880804613795,-1.2732294201050978,NaN
2019-08-19,132.5,132.66,127.13,127.73,42102349,38.55410288607949,47.3738534111858,NaN,NaN,NaN,NaN,-1.658075226728073,-0.26088614262962057,-1.3971890840984524,NaN
2019-08-26,127.42,132.4,126.63,128.36,53109870,39.76036853287121,46.38942189457345,NaN,NaN,NaN,NaN,-1.9238355205619087,-0.592495958034833,-1.3313395625270756,NaN
2019-09-03,127.99,129.9,127.51,128.21,22044112,39.56123002464171,46.250933091037474,NaN,NaN,NaN,NaN,-2.1220940354395452,-0.9551057834981597,-1.1669882519413854,NaN
2019-09-09,128,131.77,126.34,130.78,32747832,44.67404757057076,45.688637230275226,NaN,NaN,NaN,NaN,-2.0482271278885094,-1.2595171509612157,-0.7887099769272936,NaN
2019-09-16,130.11,132,128.78,131.65,31747867,46.32925754058182,45.10695409949035,NaN,NaN,NaN,NaN,-1.8976108655292876,-1.4717854374558184,-0.42582542807346924,NaN
2019-09-23,131.02,132.78,126.7,128.6,30836171,41.62740696106567,44.01469014839431,NaN,NaN,NaN,NaN,-2.001286319629287,-1.6401994081192361,-0.3610869115100508,NaN
2019-09-30,129.07,134.7,129,133.66,41274511,50.58703112492125,43.86808844515283,NaN,NaN,NaN,NaN,-1.6560601219055684,-1.7304993127408435,0.07443919083527506,-1.7304993127408435
2019-10-07,133.09,133.825,128.52,131.33,33672876,47.00894034031929,43.344666070204944,NaN,NaN,NaN,NaN,-1.5525802220148819,-1.7878194421108384,0.23523922009595655,NaN
2019-10-14,131.36,137.49,127.7,127.7,62856748,42.02210165585654,43.078134033236914,NaN,NaN,NaN,NaN,-1.743385654043351,-1.8447950104156012,0.10140935637225024,NaN
2019-10-21,128.67,130.58,126.1,128.35,47548923,43.184363943151766,43.21385306940964,NaN,NaN,NaN,NaN,-1.8211575947603365,-1.8629152735302972,0.04175767876996073,NaN
2019-10-28,128.62,133.53,128.51,131.2,35238678,48.09736927477146,43.654569112082235,NaN,NaN,NaN,NaN,-1.6339856668917605,-1.830709734233614,0.19672406734185355,NaN
2019-11-04,131.8,133.04,129.68,133,28725229,50.98047638552314,44.26199125188459,NaN,NaN,NaN,NaN,-1.3251303311896834,-1.7421582115391852,0.4170278803495018,NaN
2019-11-11,132.27,134.97,130.14,134.94,30235029,53.94953861543358,44.965469815678105,NaN,NaN,NaN,NaN,-0.9132906199565411,-1.6160541551022998,0.7027635351457586,NaN
2019-11-18,134.22,138.63,132.66,138.07,37747501,58.33439338831592,46.04790201743599,NaN,NaN,NaN,NaN,-0.3305296995322351,-1.4419340255470716,1.1114043260148365,NaN
2019-11-25,137.06,138.27,135.15,137.49,25551127,57.24661757257454,47.38308163789993,NaN,NaN,NaN,NaN,0.08354828313105145,-1.2102857363514785,1.29383401948253,NaN
2019-12-02,137.72,141.58,136.16,140.38,30507591,61.13547978845981,48.90987529901339,NaN,NaN,NaN,NaN,0.6375575483728824,-0.9554393285427617,1.592996876915644,NaN
2019-12-09,140.39,142.06,139.91,141.38,25472677,62.40961549123038,50.54190283234116,NaN,NaN,NaN,NaN,1.14411685819627,-0.6558063196304116,1.7999231778266815,NaN
2019-12-16,141.73,147.84,141.49,146.06,48334532,67.73998668669296,52.18946991206417,NaN,NaN,NaN,NaN,1.9012887749160825,-0.2508424941904745,2.152131269106557,NaN
2019-12-23,145.74,146.76,145.16,145.75,17251557,67.06163432300781,53.67035396795173,NaN,NaN,NaN,NaN,2.4481181823185807,0.2235214810405163,2.2245967012780645,NaN
2019-12-30,145.78,146.2,143,144.28,18746855,63.79902836756672,55.25404121127325,NaN,NaN,NaN,NaN,2.7313820407414084,0.7085623374442017,2.022819703297207,NaN
2020-01-06,144,146.18,141.38,145.06,32881695,64.77821133325396,56.26769694043987,NaN,NaN,NaN,NaN,2.9844077755086857,1.1873999048551316,1.7970078706535542,NaN
2020-01-13,145.48,149.41,144.72,149.17,32153275,69.46498202174325,57.87169991768444,NaN,NaN,NaN,NaN,3.4765002141382126,1.675154441976771,1.8013457721614416,NaN
2020-01-21,148.58,150.17,146,148.32,37573160,67.46555220269394,59.689089242458536,NaN,NaN,NaN,NaN,3.7546182191711637,2.1290597662771487,1.625558452894015,NaN
2020-01-27,147.52,151.19,147,148.87,36335013,68.10526881753424,61.469153876343,NaN,NaN,NaN,NaN,3.9736039129244034,2.561288169587521,1.4123157433368823,NaN
2020-02-03,149.42,154.5,149.24,151.89,30188562,71.42744187785118,63.13558763370584,NaN,NaN,NaN,NaN,4.3408023463444465,2.972759813806584,1.3680425325378627,NaN
2020-02-10,151.68,152.38,149.15,150.13,24915234,67.04458374823648,64.28302387389965,NaN,NaN,NaN,NaN,4.43862673325367,3.3388164665907394,1.099810266662931,NaN
2020-02-18,150.47,150.74,147.4043,149.93,28588112,66.5448841490213,65.18269141201306,NaN,NaN,NaN,NaN,4.4487327146411815,3.6218657932268616,0.8268669214143198,NaN
2020-02-24,146.5,149,130.82,134.48,63605211,41.07575742607919,63.94993170042472,NaN,NaN,NaN,NaN,3.1734740651340587,3.70246089131747,-0.5289868261834112,3.70246089131747
2020-03-02,134.78,143.64,133.1,142.03,59309784,50.95450056943188,63.50049477162882,NaN,NaN,NaN,NaN,2.740454051245223,3.7034688924845605,-0.9630148412393376,NaN
