time,open,high,low,close,Volume,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,MACD,Signal Line,Histogram,Cross
2019-03-25,116.56,118.705,115.5215,117.94,119632716,63.8844471996451,54.1974749686539,NaN,NaN,NaN,NaN,2.8140029114667584,1.1806456106466798,1.6333573008200786,NaN
2019-04-01,118.95,120.43,118.1,119.89,99731237,65.83890322129034,55.74432272649138,NaN,NaN,NaN,NaN,3.2787051930958597,1.546074149739918,1.7326310433559418,NaN
2019-04-08,119.81,120.98,118.58,120.95,83159600,66.88790033602083,57.214475314356015,NaN,NaN,NaN,NaN,3.689982420091937,1.9501947464050429,1.739787673686894,NaN
2019-04-15,120.94,123.52,120.1,123.37,77156295,69.21231549719325,58.76392595138911,NaN,NaN,NaN,NaN,4.1632055190764135,2.378872006891148,1.7843335121852655,NaN
2019-04-22,122.62,131.37,122.57,129.89,132620050,74.4219905497556,60.232535535721595,NaN,NaN,NaN,NaN,5.006634379886734,2.855319245718317,2.1513151341684167,NaN
2019-04-29,129.9,130.7,125.52,128.9,119573665,72.41819419850648,61.61230062297644,NaN,NaN,NaN,NaN,5.531410445992989,3.341161418320845,2.1902490276721442,NaN
2019-05-06,126.39,128.56,123.57,127.13,146827040,68.8489803644504,63.15415380386118,NaN,NaN,NaN,NaN,5.738327187859795,3.8310435221928634,1.9072836656669319,NaN
2019-05-13,124.11,130.46,123.04,128.07,139816701,69.70299219288285,64.48461371619419,NaN,NaN,NaN,NaN,5.910033157267009,4.278976615033732,1.631056542233277,NaN
2019-05-20,126.52,128.24,124.74,126.24,92123847,65.91438364941243,65.31977809532505,NaN,NaN,NaN,NaN,5.831226914981855,4.662614236635483,1.1686126783463715,NaN
2019-05-28,126.98,128,123.32,123.68,89367881,60.92552550399159,65.57139659082631,NaN,NaN,NaN,NaN,5.498814879972329,4.960926677580547,0.5378882023917821,NaN
2019-06-03,123.85,132.25,119.01,131.4,147636968,68.63504978733974,66.24980067131759,NaN,NaN,NaN,NaN,5.791553999210194,5.240132100482139,0.551421898728055,NaN
2019-06-10,132.4,134.24,130.71,132.45,102505844,69.51602307664304,67.21809729899594,NaN,NaN,NaN,NaN,6.038668078394167,5.501097173626832,0.5375709047673354,NaN
2019-06-17,132.63,137.73,132.53,136.97,133967168,73.02809627198121,68.01584144786702,NaN,NaN,NaN,NaN,6.5240290455224255,5.7634108987875,0.7606181467349256,NaN
2019-06-24,137,138.4,132.73,133.96,124214457,67.45473590720871,68.33496698259441,NaN,NaN,NaN,NaN,6.58983574004715,5.939322161027546,0.6505135790196039,NaN
2019-07-01,136.63,137.74,134.97,137.06,69662439,69.99457826746121,68.77140491600984,NaN,NaN,NaN,NaN,6.81358929569987,6.081786477661644,0.7318028180382266,NaN
2019-07-08,136.4,139.22,135.3701,138.9,102201981,71.42024581484281,69.17007224412075,NaN,NaN,NaN,NaN,7.058027673539485,6.228419864959387,0.8296078085800973,NaN
2019-07-15,139.44,140.67,134.67,136.62,139389612,67.16187895240418,69.18964214529099,NaN,NaN,NaN,NaN,6.9872255174475555,6.3481079049794475,0.6391176124681079,NaN
2019-07-22,137.41,141.675,137.33,141.34,101248107,71.01479811783872,69.31839090390851,NaN,NaN,NaN,NaN,7.228651457632537,6.503377298607301,0.7252741590252363,NaN
2019-07-29,141.5,141.51,135.08,136.9,143400310,63.47065011786522,68.53615230163062,NaN,NaN,NaN,NaN,6.981237006693334,6.6680908682429685,0.31314613845036554,NaN
2019-08-05,133.3,139.38,130.78,137.71,159823950,64.21747547077358,67.95038667822114,NaN,NaN,NaN,NaN,6.772450904029384,6.777079413222879,-0.004628509193494779,6.777079413222879
2019-08-12,137.07,138.8,132.25,136.13,131659759,61.573089721517405,67.43068020372593,NaN,NaN,NaN,NaN,6.405653234944737,6.817855541728497,-0.4122023067837608,NaN
2019-08-19,137.855,139.4935,132.8,133.39,117766903,57.17601710620224,66.53589626896303,NaN,NaN,NaN,NaN,5.8267017479417405,6.740374730886199,-0.9136729829444583,NaN
2019-08-26,134.99,139.18,133.55,137.86,104977573,61.94988413633167,66.25271773231441,NaN,NaN,NaN,NaN,5.663287315128088,6.637424905895192,-0.9741375907671044,NaN
